Pais,continente,Ano,Expectativa de vida,Pop Total,PIB,Renda-per-capita
Slovak Republic,Europe,1951,61.31,3508698,4970.411872,0.0014165972312236619
Slovak Republic,Europe,1952,64.36,3558137,5074.659104,0.0014262123982297478
Slovak Republic,Europe,1953,65.66,3598761,4999.307811,0.001389174721800086
Slovak Republic,Europe,1954,66.71,3661437,5150.732006,0.001406751503849445
Slovak Republic,Europe,1955,67.84,3726601,5532.033914,0.0014844717516042097
Slovak Republic,Europe,1956,68.37,3787111,5797.496197,0.0015308492930363013
Slovak Republic,Europe,1957,67.45,3844277,6093.26298,0.0015850218337544355
Slovak Republic,Europe,1958,69.35,3899751,6502.623726,0.0016674458769290654
Slovak Republic,Europe,1959,69.03,3946039,6742.238031,0.0017086090712737506
Slovak Republic,Europe,1960,70.35,3994270,7205.561032,0.0018039744514016327
Slovak Republic,Europe,1961,70.79,4191642,7424.430114,0.0017712462357233753
Slovak Republic,Europe,1962,70.33,4237384,7481.107598,0.0017655014504231856
Slovak Republic,Europe,1963,70.71,4281858,7292.141168999998,0.0017030319942884602
Slovak Republic,Europe,1964,71.09,4326174,7578.137275,0.0017516949792125791
Slovak Republic,Europe,1965,70.3,4369939,7804.175584,0.0017858774651087807
Slovak Republic,Europe,1966,70.44,4408988,8097.451214,0.0018365781930002984
Slovak Republic,Europe,1967,70.98,4442238,8412.902397,0.001893843237800406
Slovak Republic,Europe,1968,70.5,4471590,8777.18413,0.0019628776632025745
Slovak Republic,Europe,1969,69.81,4477625,8962.512606,0.0020016219772759
Slovak Republic,Europe,1970,69.74,4523873,9121.124006,0.0020162201737316675
Slovak Republic,Europe,1971,69.88,4556627,9391.969294,0.0020611670198153152
Slovak Republic,Europe,1972,70.35,4593433,9674.167626,0.0021060865862199364
Slovak Republic,Europe,1973,70.05,4637193,9932.092651,0.0021418329258670065
Slovak Republic,Europe,1974,70.21,4682100,10216.41636,0.0021820158390465816
Slovak Republic,Europe,1975,70.33,4729718,10437.15553,0.0022067183561472374
Slovak Republic,Europe,1976,70.5,4778540,10524.37101,0.0022024239642233824
Slovak Republic,Europe,1977,70.45,4827803,10922.66404,0.002262450236681157
Slovak Republic,Europe,1978,70.46,4876017,10983.18709,0.0022524915499679346
Slovak Republic,Europe,1979,70.79,4922558,11008.5129,0.002236339907015824
Slovak Republic,Europe,1980,70.44,4965958,11259.06765,0.0022672498740424307
Slovak Republic,Europe,1981,70.68,5013692,11160.96629,0.0022260973131177585
Slovak Republic,Europe,1982,70.8,5048043,11348.54585,0.0022481079994762327
Slovak Republic,Europe,1983,70.49,5081376,11492.07554,0.002261607001725517
Slovak Republic,Europe,1984,70.73,5114080,11735.03758,0.0022946527195507305
Slovak Republic,Europe,1985,70.74,5144632,11802.3231,0.0022941044374019367
Slovak Republic,Europe,1986,70.91,5172084,11999.8954,0.0023201277086760384
Slovak Republic,Europe,1987,71.08,5199318,12037.26758,0.0023151627925047094
Slovak Republic,Europe,1988,71.16,5223222,12284.15683,0.0023518350991016657
Slovak Republic,Europe,1989,70.95,5244662,12367.43654,0.002358099824164074
Slovak Republic,Europe,1990,70.83,5262616,12007.54734,0.0022816689152315123
Slovak Republic,Europe,1991,70.9,5281610,10215.84381,0.00193422911006303
Slovak Republic,Europe,1992,71.38,5302888,9498.467723,0.0017911876930080362
Slovak Republic,Europe,1993,71.9,5323577,9636.518229,0.0018101585135332878
Slovak Republic,Europe,1994,72.36,5345264,10195.81195,0.0019074477799412713
Slovak Republic,Europe,1995,72.29,5361594,10759.83561,0.0020068352079624084
Slovak Republic,Europe,1996,72.78,5373190,11482.62754,0.0021370224280176206
Slovak Republic,Europe,1997,72.71,5383010,12126.23065,0.0022526858857776595
Slovak Republic,Europe,1998,72.61,5390236,12564.3447,0.002330945194236393
Slovak Republic,Europe,1999,72.98,5395739,12600.77218,0.002335319069361954
Slovak Republic,Europe,2000,73.18,5400320,12689.75974,0.0023498162590365012
Slovak Republic,Europe,2001,73.61,5404681,13098.91143,0.0024236234164421544
Slovak Republic,Europe,2002,73.8,5410052,13638.778369999998,0.002521006890506782
Slovak Republic,Europe,2003,73.84,5416406,14207.563999999997,0.0026230611220798435
Slovak Republic,Europe,2004,74.25,5423567,14977.86553,0.0027616263484898404
Slovak Republic,Europe,2005,74.19,5431363,15881.0,0.002923943768810886
Slovak Republic,Europe,2006,74.44,5439448,17190.05794,0.003160257794540916
Slovak Republic,Europe,2007,74.663,5447502,18678.31435,0.0034287852211894554
Slovenia,Europe,1952,65.57,1489518,4215.041741,0.002829802487113281
Slovenia,Europe,1957,67.85,1533070,5862.276629,0.0038238805984071177
Slovenia,Europe,1962,69.15,1582962,7402.303395,0.004676235686643141
Slovenia,Europe,1967,69.18,1646912,9405.489397,0.005710984798823495
Slovenia,Europe,1972,69.82,1694510,12383.4862,0.007308004201804651
Slovenia,Europe,1977,70.97,1746919,15277.030169999998,0.008745127948118945
Slovenia,Europe,1982,71.063,1861252,17866.72175,0.009599302915456907
Slovenia,Europe,1983,70.88,1878555,17919.36275,0.009538907697671881
Slovenia,Europe,1984,71.34,1896413,18272.76075,0.009635433183594503
Slovenia,Europe,1985,71.77,1914220,18324.03926,0.00957258792615269
Slovenia,Europe,1986,72.32,1932129,18979.16819,0.009822930140792876
Slovenia,Europe,1987,72.25,1945870,18678.53492,0.009599066186333105
Slovenia,Europe,1988,72.9,1961775,18334.5781,0.009345912808553477
Slovenia,Europe,1989,73.35,1976217,18023.13215,0.009120016754232962
Slovenia,Europe,1990,73.86,1991210,16645.76222,0.008359621647139177
Slovenia,Europe,1991,73.5,1999480,15100.590080000002,0.007552258627243084
Slovenia,Europe,1992,73.64,1999210,14214.71681,0.007110166920933769
Slovenia,Europe,1993,73.52,1999926,14560.02315,0.00728028094539498
Slovenia,Europe,1994,73.96,2001036,15279.5832,0.007635836236829322
Slovenia,Europe,1995,74.67,2002827,15857.284780000002,0.007917451072908446
Slovenia,Europe,1996,75.11,2007429,16392.54553,0.008165940379460494
Slovenia,Europe,1997,75.13,2011612,17161.10735,0.008531022558028088
Slovenia,Europe,1998,75.26,2010807,17747.88348,0.00882624910297209
Slovenia,Europe,1999,75.64,2009653,18663.39949,0.00928687663492155
Slovenia,Europe,2000,76.11,2010557,19399.68944,0.009648912933082721
Slovenia,Europe,2001,76.38,2011179,19966.89487,0.009927955129801972
Slovenia,Europe,2002,76.66,2011497,20660.01936,0.010270967026050747
Slovenia,Europe,2003,76.55,2011604,21203.46336,0.010540575262327974
Slovenia,Europe,2004,77.28,2011473,22113.22127,0.010993546157467686
Slovenia,Europe,2005,77.6,2011070,23004.0,0.011438686868184599
Slovenia,Europe,2006,78.24,2010347,24302.1641,0.012088541978076423
Slovenia,Europe,2007,77.926,2009245,25768.25759,0.01282484594462099
Solomon Islands,Oceania,1967,52.964,151000,1304.598869,0.008639727609271522
Solomon Islands,Oceania,1972,55.506,174500,864.9742530999998,0.004956872510601718
Solomon Islands,Oceania,1977,58.005,207339,1169.543666,0.005640731680966919
Solomon Islands,Oceania,1982,58.736,250516,1467.396037,0.00585749427980648
Solomon Islands,Oceania,1987,55.785,300694,1783.648762,0.0059317737034992385
Solomon Islands,Oceania,1992,58.27,358713,2109.894257,0.0058818449763459926
Solomon Islands,Oceania,1997,60.708,424265,2252.491044000001,0.005309160651951023
Solomon Islands,Oceania,2002,62.274,494786,1530.496068,0.003093248531688447
Solomon Islands,Oceania,2007,63.57,566842,1829.317402,0.003227208643678485
Somalia,Africa,1952,32.978,2526994,1135.749842,0.00044944698800234584
Somalia,Africa,1957,34.977,2780415,1258.147413,0.0004525034618932785
Somalia,Africa,1962,36.981,3080153,1369.488336,0.00044461698363685177
Somalia,Africa,1967,38.977,3428839,1284.7331800000004,0.00037468460315576217
Somalia,Africa,1972,40.973,3840161,1254.576127,0.00032669883554361395
Somalia,Africa,1977,41.974,4353666,1450.992513,0.0003332806221239755
Somalia,Africa,1982,42.955,5828892,1176.807031,0.00020189206301986725
Somalia,Africa,1987,44.50100000000001,6921858,1093.244963,0.00015794096946224556
Somalia,Africa,1992,39.658,6099799,926.9602964,0.00015196571172263216
Somalia,Africa,1997,43.795,6633514,930.5964284,0.0001402870979694925
Somalia,Africa,2002,45.93600000000001,7753310,882.0818218000002,0.00011376841913969649
Somalia,Africa,2007,48.159,9118773,926.1410683,0.00010156422013137075
South Africa,Africa,1952,45.00899999999999,14264935,4725.295531000002,0.00033125251050916124
South Africa,Africa,1957,47.985,16151549,5487.104219,0.0003397261909059001
South Africa,Africa,1962,49.951,18356657,5768.729717,0.00031425818530029734
South Africa,Africa,1967,51.927,20997321,7114.477970999998,0.0003388278900436869
South Africa,Africa,1972,53.69600000000001,23935810,7765.962636,0.00032444954384246865
South Africa,Africa,1977,55.527,27129932,8028.651439,0.00029593334177910953
South Africa,Africa,1982,58.161,31140029,8568.266228,0.0002751528018165943
South Africa,Africa,1987,60.834,35933379,7825.823398,0.00021778701630035963
South Africa,Africa,1992,61.88800000000001,39964159,7225.069257999998,0.00018078872266522606
South Africa,Africa,1997,60.236,42835005,7479.188244,0.00017460458435805015
South Africa,Africa,2002,53.365,44433622,7710.946444,0.00017353855249522534
South Africa,Africa,2007,49.339,43997828,9269.657808,0.000210684441241054
Spain,Europe,1950,61.87,28062963,3280.315024,0.00011689125713489342
Spain,Europe,1951,61.52,28298010,3576.315114,0.00012638044562144122
Spain,Europe,1952,64.94,28549870,3834.034742,0.00013429254641089434
Spain,Europe,1953,65.81,28804128,3787.808989,0.00013150229678884917
Spain,Europe,1954,67.01,29060413,4039.519387,0.00013900419746271328
Spain,Europe,1955,66.78,29318745,4163.500932,0.00014200815662471228
Spain,Europe,1956,66.82,29579142,4462.540356,0.00015086780935025094
Spain,Europe,1957,66.66,29841614,4564.80241,0.0001529676782897869
Spain,Europe,1958,68.85,30106188,4720.206871,0.00015678527188496932
Spain,Europe,1959,68.77,30372877,4571.300918999998,0.0001505060228242454
Spain,Europe,1960,69.27,30641187,4603.06757,0.0001502248450753556
Spain,Europe,1961,69.66,30903894,5149.129054999999,0.00016661748370609865
Spain,Europe,1962,69.69,31158061,5693.843879,0.00018274063585022187
Spain,Europe,1963,69.85,31429834,6221.104643,0.00019793628700043404
Spain,Europe,1964,70.58,31740862,6765.927648000001,0.00021316143361197943
Spain,Europe,1965,70.99,32084511,7136.520325,0.00022242883256035913
Spain,Europe,1966,71.25,32451975,7582.37058,0.0002336489714416457
Spain,Europe,1967,71.44,32850275,7993.512294,0.0002433316705567914
Spain,Europe,1968,71.73,33239301,8374.242965000001,0.0002519379984855879
Spain,Europe,1969,71.26,33566084,9039.406707,0.0002693017960331625
Spain,Europe,1970,72.24,33876479,9469.633593,0.00027953417452268283
Spain,Europe,1971,71.85,34195056,9918.210638,0.00029004808876464483
Spain,Europe,1972,73.06,34513161,10638.75131,0.00030825201174705495
Spain,Europe,1973,72.84,34836716,11481.02039,0.0003295666672484283
Spain,Europe,1974,73.22,35184287,12212.4568,0.0003470997380165754
Spain,Europe,1975,73.55,35563535,12507.47724,0.00035169386957736344
Spain,Europe,1976,73.87,35996780,12886.56515,0.0003579921634657322
Spain,Europe,1977,74.39,36439000,13236.92117,0.000363262470704465
Spain,Europe,1978,74.58,36861034,13521.54896,0.00036682500442065735
Spain,Europe,1979,75.12,37200014,13589.12071,0.00036529880633915887
Spain,Europe,1980,75.6,37488360,13790.56055,0.0003678624658427309
Spain,Europe,1981,75.74,37750800,13765.38889,0.0003646383358763258
Spain,Europe,1982,76.3,37983310,13926.16997,0.00036663918889638636
Spain,Europe,1983,76.08,38184166,14203.10524,0.0003719632174236829
Spain,Europe,1984,76.46,38362861,14342.73031,0.00037387019466561685
Spain,Europe,1985,76.42,38534853,14568.70667,0.00037806571287556226
Spain,Europe,1986,76.67,38707556,14982.64885,0.00038707297484759823
Spain,Europe,1987,76.9,38880702,15764.98313,0.00040547064016488183
Spain,Europe,1988,76.91,39053881,16553.14424,0.0004238540144064044
Spain,Europe,1989,76.98,39214523,17355.7471,0.00044258467966064514
Spain,Europe,1990,76.99,39350769,18064.9166,0.0004590740424920286
Spain,Europe,1991,77.12,39461418,18472.90556,0.0004681257414520684
Spain,Europe,1992,77.57,39549438,18603.06452,0.00047037493984111733
Spain,Europe,1993,77.7,39627587,18374.86563,0.00046368873355826586
Spain,Europe,1994,78.05,39690971,18782.73427,0.00047322435800323454
Spain,Europe,1995,78.12,39749715,19272.14422,0.0004848372930472583
Spain,Europe,1996,78.26,39803829,19709.87114,0.0004951752541193964
Spain,Europe,1997,78.77,39855442,20445.29896,0.0005129863811320924
Spain,Europe,1998,78.85,39906235,21333.94306,0.0005346017498268128
Spain,Europe,1999,78.86,39953263,22286.3637,0.0005578108526455023
Spain,Europe,2000,79.34,40016081,23410.16483,0.0005850189285152637
Spain,Europe,2001,79.69,40087104,24221.7998,0.0006042292254386847
Spain,Europe,2002,79.78,40152517,24835.47166,0.0006185283891418314
Spain,Europe,2003,79.72,40217413,25564.28953,0.0006356522616211042
Spain,Europe,2004,80.28,40280780,26357.04829,0.0006543331159426406
Spain,Europe,2005,80.28,40341462,27270.0,0.00067597946747691
Spain,Europe,2006,80.94,40397842,28006.12139,0.0006932578574370383
Spain,Europe,2007,80.941,40448191,28821.0637,0.0007125427117370959
Sri Lanka,Asia,1950,55.6,7533097,1033.499006,0.00013719443756001019
Sri Lanka,Asia,1952,57.593,7982342,1083.53203,0.0001357411183334415
Sri Lanka,Asia,1957,61.456,9128546,1072.546602,0.00011749369527195239
Sri Lanka,Asia,1962,62.192,10421936,1074.47196,0.00010309715584513281
Sri Lanka,Asia,1967,64.266,11737396,1135.514326,9.674329178294743e-05
Sri Lanka,Asia,1972,65.042,13016733,1213.39553,9.321813161566731e-05
Sri Lanka,Asia,1977,65.949,14116836,1348.775651,9.554376426842389e-05
Sri Lanka,Asia,1982,68.757,15410151,1648.079789,0.00010694767293325029
Sri Lanka,Asia,1987,69.01100000000001,16495304,1876.766827,0.00011377582535005114
Sri Lanka,Asia,1992,70.37899999999998,17587060,2153.739222,0.0001224615838008172
Sri Lanka,Asia,1997,70.457,18698655,2664.477257,0.0001424956638325056
Sri Lanka,Asia,2002,70.815,19576783,3015.378833,0.0001540283116485482
Sri Lanka,Asia,2007,72.396,20378239,3970.095407,0.0001948203378613824
Sudan,Africa,1952,38.635,8504667,1615.991129,0.0001900122754953251
Sudan,Africa,1957,39.624,9753392,1770.3370739999998,0.00018150988640669829
Sudan,Africa,1962,40.87,11183227,1959.593767,0.00017522614599524807
Sudan,Africa,1967,42.858,12716129,1687.997641,0.00013274461441842875
Sudan,Africa,1972,45.083,14597019,1659.652775,0.00011369806225503988
Sudan,Africa,1977,47.8,17104986,2202.988423,0.00012879217925112596
Sudan,Africa,1982,50.338,20367053,1895.544073,9.306913832845626e-05
Sudan,Africa,1987,51.744,24725960,1507.819159,6.0981218080106895e-05
Sudan,Africa,1992,53.556,28227588,1492.197043,5.286307292709529e-05
Sudan,Africa,1997,55.37300000000001,32160729,1632.2107640000004,5.07516718293295e-05
Sudan,Africa,2002,56.369,37090298,1993.398314,5.3744467461544794e-05
Sudan,Africa,2007,58.556,42292929,2602.394995,6.153262629315648e-05
Suriname,Americas,1972,64.04,381410,5504.437533,0.014431812309588107
Suriname,Americas,1977,65.1,360780,6622.717308,0.0183566641942458
Suriname,Americas,1982,67.566,359611,6061.25039,0.016855019423766236
Suriname,Americas,1987,68.242,382559,5508.173487,0.014398232656923507
Suriname,Americas,1992,68.608,402943,5974.263637,0.01482657258470801
Suriname,Americas,1997,68.976,420899,5589.341453,0.013279531319865336
Suriname,Americas,2002,69.126,433682,6070.681315999998,0.013998001567969154
Suriname,Americas,2007,70.199,439894,7987.271406,0.018157263809008534
Swaziland,Africa,1952,41.407,290243,1148.376626,0.003956604038684826
Swaziland,Africa,1957,43.424,326741,1244.708364,0.0038094648789102075
Swaziland,Africa,1962,44.992,370006,1856.182125,0.005016627095236294
Swaziland,Africa,1967,46.633,420690,2613.101665,0.006211466079536001
Swaziland,Africa,1972,49.552,480105,3364.836625,0.007008543183261995
Swaziland,Africa,1977,52.537,551425,3781.410618,0.006857524809357573
Swaziland,Africa,1982,55.56100000000001,649901,3895.384018,0.005993811392812136
Swaziland,Africa,1987,57.678,779348,3984.839812,0.005113042969251221
Swaziland,Africa,1992,58.474,962344,3553.0224,0.0036920502439875967
Swaziland,Africa,1997,54.289,1054486,3876.76846,0.003676453229345861
Swaziland,Africa,2002,43.869,1130269,4128.116943,0.003652331385714374
Swaziland,Africa,2007,39.613,1133066,4513.480643,0.003983422539375464
Sweden,Europe,1950,71.14,7014005,8364.828768000001,0.001192589507421224
Sweden,Europe,1951,71.37,7072830,8545.296586,0.0012081863392729643
Sweden,Europe,1952,71.86,7124673,8527.844662000001,0.0011969454123719084
Sweden,Europe,1953,71.9,7171461,8813.990774,0.0012290369806096694
Sweden,Europe,1954,72.36,7213490,9225.152633,0.0012788750844598107
Sweden,Europe,1955,72.6,7262388,9420.620992,0.001297179521666978
Sweden,Europe,1956,72.66,7314552,9680.239638,0.0013234220821726334
Sweden,Europe,1957,72.49,7363802,9911.878226,0.0013460272595596679
Sweden,Europe,1958,73.14,7409144,10209.70983,0.0013779877715968268
Sweden,Europe,1959,73.37,7446249,10636.33094,0.001428414620569363
Sweden,Europe,1960,73.04,7480395,11183.12944,0.0014949918339873763
Sweden,Europe,1961,73.5,7519998,11690.64609,0.0015546076062786186
Sweden,Europe,1962,73.37,7561588,12329.44192,0.001630536062001791
Sweden,Europe,1963,73.56,7604328,12906.36165,0.0016972389473468269
Sweden,Europe,1964,73.73,7661354,13839.082380000002,0.0018063494233525824
Sweden,Europe,1965,73.88,7733853,14409.93874,0.0018632289416413783
Sweden,Europe,1966,74.13,7807797,14897.89006,0.0019080785604441305
Sweden,Europe,1967,74.16,7867931,15258.29697,0.0019393023362812916
Sweden,Europe,1968,74.03,7912217,15841.82295,0.0020021977342128
Sweden,Europe,1969,74.15,7968018,16615.07701,0.002085220817774257
Sweden,Europe,1970,74.7,8042803,17380.25592,0.002160969990188744
Sweden,Europe,1971,74.62,8098328,17313.08853,0.0021378596334947165
Sweden,Europe,1972,74.72,8122293,17832.02464,0.002195442178704954
Sweden,Europe,1973,74.88,8136774,18503.18045,0.0022740192181815544
Sweden,Europe,1974,74.99,8160560,18860.88036,0.0023112237836619056
Sweden,Europe,1975,75.0,8192566,19179.67177,0.002341106775337544
Sweden,Europe,1976,75.01,8222310,19195.78047,0.002334597025653375
Sweden,Europe,1977,75.44,8251648,18855.72521,0.002285085986459917
Sweden,Europe,1978,75.53,8275778,19217.416080000006,0.002322128031950592
Sweden,Europe,1979,75.57,8293723,19934.46561,0.0024035605734601937
Sweden,Europe,1980,75.8,8310473,20411.32375,0.0024560965121961167
Sweden,Europe,1981,76.1,8320485,20524.70759,0.002466768173970628
Sweden,Europe,1982,76.42,8325260,20667.38125,0.0024824907870745175
Sweden,Europe,1983,76.66,8329028,21209.63345,0.0025464716230993584
Sweden,Europe,1984,76.92,8342621,22140.9169,0.0026539521452550703
Sweden,Europe,1985,76.78,8356337,22642.16415,0.0027095800648059072
Sweden,Europe,1986,77.04,8384069,22960.83959,0.002738627221460129
Sweden,Europe,1987,77.19,8421403,23586.92927,0.0028008313187244454
Sweden,Europe,1988,77.08,8469339,23962.27119,0.0028292964999984058
Sweden,Europe,1989,77.74,8526276,24357.831680000007,0.00285679605961618
Sweden,Europe,1990,77.67,8600815,24740.45183,0.0028765241235859627
Sweden,Europe,1991,77.81,8668112,24488.92001,0.0028251734645329918
Sweden,Europe,1992,78.16,8718867,23880.01683,0.002738889907369845
Sweden,Europe,1993,78.24,8769284,23254.136980000007,0.0026517714536329314
Sweden,Europe,1994,78.86,8831493,23752.07681,0.0026894746799889895
Sweden,Europe,1995,78.94,8877890,24361.30683,0.002744042427874191
Sweden,Europe,1996,79.15,8892234,24628.87784,0.0027697064472212494
Sweden,Europe,1997,79.39,8897619,25266.59499,0.0028397029576114692
Sweden,Europe,1998,79.53,8902684,26173.14884,0.002939916640869203
Sweden,Europe,1999,79.61,8909790,27328.73948,0.0030672708874171
Sweden,Europe,2000,79.84,8923569,28447.86072,0.0031879465178114275
Sweden,Europe,2001,79.93,8939915,28695.77327,0.0032098485578442304
Sweden,Europe,2002,80.04,8954175,29341.630930000007,0.00327686592343795
Sweden,Europe,2003,80.33,8970306,29852.5413,0.0033279289803491655
Sweden,Europe,2004,80.67,8986400,31027.89129,0.0034527609821508056
Sweden,Europe,2005,80.75,9001774,31995.0,0.0035542994080944488
Sweden,Europe,2006,80.95,9016596,33156.20545,0.0036772419935416872
Sweden,Europe,2007,80.884,9031088,33859.74835,0.0037492435407561085
Switzerland,Europe,1950,68.94,4694000,13867.60715,0.0029543261930123563
Switzerland,Europe,1951,68.71,4749000,14816.89924,0.0031200040513792377
Switzerland,Europe,1952,69.62,4815000,14734.23275,0.0030600691069574246
Switzerland,Europe,1953,69.53,4878000,15055.82564,0.0030864751209512095
Switzerland,Europe,1954,70.0,4929000,15739.39579,0.0031932229235138976
Switzerland,Europe,1955,70.08,4980000,16626.4855,0.003338651706827309
Switzerland,Europe,1956,70.21,5045000,17501.931959999998,0.0034691639167492563
Switzerland,Europe,1957,70.56,5126000,17909.48973,0.0034938528540772533
Switzerland,Europe,1958,71.3,5199000,17284.27073,0.0033245375514522023
Switzerland,Europe,1959,71.46,5259000,18161.48966,0.003453411230271915
Switzerland,Europe,1960,71.44,5362000,19059.00518,0.0035544582581126445
Switzerland,Europe,1961,71.76,5512000,20041.21634,0.003635924589985486
Switzerland,Europe,1962,71.32,5666000,20431.0927,0.003605911171902577
Switzerland,Europe,1963,71.31,5789000,20977.26759,0.0036236426999481774
Switzerland,Europe,1964,72.2,5887000,21712.09454,0.003688142439272974
Switzerland,Europe,1965,72.33,5943000,22190.77302,0.003733934548207976
Switzerland,Europe,1966,72.47,5996000,22533.03847,0.0037580117528352233
Switzerland,Europe,1967,72.77,6063000,22966.14432,0.003787917585353785
Switzerland,Europe,1968,72.72,6132000,23522.13088,0.0038359639399869537
Switzerland,Europe,1969,72.73,6212000,24527.55211,0.003948414698969736
Switzerland,Europe,1970,73.14,6267000,25862.8192,0.004126826104994415
Switzerland,Europe,1971,73.26,6343293,26593.26926,0.004192344458942698
Switzerland,Europe,1972,73.78,6401400,27195.11304,0.004248307095322898
Switzerland,Europe,1973,74.08,6441100,27851.75724,0.004324068441725792
Switzerland,Europe,1974,74.43,6460000,28174.32841,0.004361351147058823
Switzerland,Europe,1975,74.82,6403500,26353.030280000006,0.004115410366205982
Switzerland,Europe,1976,74.94,6333313,26270.86866,0.00414804521109252
Switzerland,Europe,1977,75.39,6316424,26982.29052,0.00427176682882593
Switzerland,Europe,1978,75.34,6332568,27023.43582,0.004267373965822396
Switzerland,Europe,1979,75.64,6350840,27617.11846,0.004348577268518811
Switzerland,Europe,1980,75.64,6385229,28732.36608,0.004499817638490334
Switzerland,Europe,1981,75.87,6425450,29003.26953,0.004513811410873946
Switzerland,Europe,1982,76.21,6468126,28397.71512,0.004390408461430714
Switzerland,Europe,1983,76.22,6501073,28396.88917,0.004368031118862994
Switzerland,Europe,1984,76.82,6529684,29128.188960000003,0.004460887993967243
Switzerland,Europe,1985,76.94,6563770,29967.6008,0.004565607996623891
Switzerland,Europe,1986,77.11,6603192,30273.42434,0.0045846651649687
Switzerland,Europe,1987,77.41,6649942,30281.70459,0.004553679504272368
Switzerland,Europe,1988,77.43,6704112,30971.58824,0.004619789800647722
Switzerland,Europe,1989,77.63,6763653,32031.32878,0.00473580309043057
Switzerland,Europe,1990,77.44,6836626,32875.77966,0.00480877258167991
Switzerland,Europe,1991,77.72,6920562,32207.744130000006,0.0046539203217888965
Switzerland,Europe,1992,78.03,6995447,31871.5303,0.004556039135168917
Switzerland,Europe,1993,78.32,7058211,31515.65427,0.004465105147749196
Switzerland,Europe,1994,78.61,7114530,31599.619280000006,0.0044415610419802866
Switzerland,Europe,1995,78.68,7157106,31530.76934,0.0044055194012775556
Switzerland,Europe,1996,79.17,7181024,31589.723810000003,0.004399055595692203
Switzerland,Europe,1997,79.37,7193761,32135.323010000004,0.004467110182003545
Switzerland,Europe,1998,79.62,7207995,33039.504539999994,0.004583730224563141
Switzerland,Europe,1999,79.88,7232809,33349.65383,0.004610885456812147
Switzerland,Europe,2000,79.99,7266920,34386.902480000004,0.004731977575093713
Switzerland,Europe,2001,80.41,7311237,34569.38136,0.004728253421411452
Switzerland,Europe,2002,80.62,7361757,34480.95771,0.004683794603652362
Switzerland,Europe,2003,80.72,7408319,34183.28306,0.004614175369608139
Switzerland,Europe,2004,81.28,7450867,34864.09237,0.004679199396526605
Switzerland,Europe,2005,81.44,7489370,35520.0,0.004742722018006855
Switzerland,Europe,2006,81.74,7523934,36523.09834,0.004854255545038008
Switzerland,Europe,2007,81.70100000000002,7554661,37506.41907,0.004964672679555046
Syria,Asia,1952,45.883,3661549,1643.485354,0.0004488497502013492
Syria,Asia,1957,48.284,4149908,2117.234893,0.0005101883928511186
Syria,Asia,1962,50.305,4834621,2193.037133,0.0004536109724009389
Syria,Asia,1967,53.655,5680812,1881.923632,0.00033127722445312394
Syria,Asia,1972,57.29600000000001,6701172,2571.423014,0.00038372735605055356
Syria,Asia,1977,61.195,7932503,3195.484582,0.0004028343364005031
Syria,Asia,1982,64.59,9410494,3761.837715,0.00039974922836144415
Syria,Asia,1987,66.97399999999999,11242847,3116.774285,0.00027722286757082083
Syria,Asia,1992,69.249,13219062,3340.542768,0.0002527064906723336
Syria,Asia,1997,71.527,15081016,4014.238972,0.00026617828480521473
Syria,Asia,2002,73.053,17155814,4090.925331,0.00023845708113879062
Syria,Asia,2007,74.143,19314747,4184.548089,0.00021665042203245012
Taiwan,Asia,1950,54.6,7981454,1064.1007140000004,0.00013332166219337985
Taiwan,Asia,1951,55.1,8251326,1113.333184,0.0001349277902727392
Taiwan,Asia,1952,58.5,8550362,1206.947913,0.00014115752210257297
Taiwan,Asia,1953,60.3,8849962,1278.499657,0.0001444638583758891
Taiwan,Asia,1954,62.0,9159966,1356.815915,0.00014812455799508424
Taiwan,Asia,1955,62.4,9485858,1419.976833,0.00014969408492094231
Taiwan,Asia,1956,62.5,9825346,1449.465184,0.0001475230677881471
Taiwan,Asia,1957,62.4,10164215,1507.86129,0.000148349999483482
Taiwan,Asia,1958,64.2,10500314,1562.085741,0.0001487656217709299
Taiwan,Asia,1959,64.2,10852996,1630.24058,0.00015021111036989232
Taiwan,Asia,1960,64.4,11209160,1679.6096059999998,0.00014984259355741195
Taiwan,Asia,1961,64.9,11563348,1740.861311,0.00015054993683490282
Taiwan,Asia,1962,65.2,11918938,1822.879028,0.00015293971895818234
Taiwan,Asia,1963,66.0,12276610,1938.910509,0.00015793533467300827
Taiwan,Asia,1964,66.7,12631480,2118.473387,0.0001677137902288568
Taiwan,Asia,1965,67.4,12977635,2297.808004,0.00017705907154886078
Taiwan,Asia,1966,67.4,13321002,2442.393391,0.0001833490747167518
Taiwan,Asia,1967,67.5,13648692,2643.858681,0.00019370784255370405
Taiwan,Asia,1968,67.6,13962358,2828.83567,0.0002026044361561278
Taiwan,Asia,1969,68.6,14282297,3022.679676,0.00021163820329461012
Taiwan,Asia,1970,68.69,14598316,3300.736289,0.00022610390739589414
Taiwan,Asia,1971,69.1,14918496,3652.203544,0.00024481043826401805
Taiwan,Asia,1972,69.39,15226039,4062.523897,0.00026681423165933043
Taiwan,Asia,1973,69.45,15525588,4505.87746,0.0002902226608100125
Taiwan,Asia,1974,69.81,15824103,4481.238056,0.0002831906526392049
Taiwan,Asia,1975,70.07,16122188,4618.243589,0.00028645265698427533
Taiwan,Asia,1976,70.43,16450056,5169.231377,0.00031423791973717296
